2024-10-02 10:52:10,098 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-10-02 10:52:10,155 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-10-02 10:52:10,157 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-10-02 10:52:10,158 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-10-02 10:52:10,161 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-10-02 10:52:10,164 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-10-02 10:52:10,165 INFO  SwAddin.cs: 201 - Setting up command manager
2024-10-02 10:52:10,166 INFO  SwAddin.cs: 204 - Adding command manager
2024-10-02 10:52:10,169 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-10-02 10:52:10,170 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-10-02 10:52:10,171 INFO  SwAddin.cs: 210 - Adding event handlers
2024-10-02 10:52:10,433 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-10-02 13:04:37,641 INFO  SwAddin.cs: 294 - Assembly export called for file Assem2_rope2ros
2024-10-02 13:04:37,647 INFO  SwAddin.cs: 305 - A rebuild is required
2024-10-02 13:04:37,648 INFO  SwAddin.cs: 313 - Saving assembly
2024-10-02 13:04:37,909 INFO  SwAddin.cs: 316 - Opening property manager
2024-10-02 13:04:37,955 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem2_rope2ros
2024-10-02 13:04:38,013 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Assem2_rope2ros
2024-10-02 13:04:38,014 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in Assem2_rope2ros
2024-10-02 13:04:38,015 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-10-02 13:04:38,017 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-10-02 13:04:38,018 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1^Assem2_rope2ros-1
2024-10-02 13:04:38,019 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Part1^Assem2_rope2ros-1
2024-10-02 13:04:38,019 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part1^Assem2_rope2ros-1
2024-10-02 13:04:38,019 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part5_trolley-1
2024-10-02 13:04:38,020 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Part5_trolley-1
2024-10-02 13:04:38,020 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part5_trolley-1
2024-10-02 13:04:38,021 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part4^Assem2_rope2ros-1
2024-10-02 13:04:38,021 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Part4^Assem2_rope2ros-1
2024-10-02 13:04:38,022 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part4^Assem2_rope2ros-1
2024-10-02 13:04:38,022 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem2_rope2ros
2024-10-02 13:04:38,023 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Assem2_rope2ros
2024-10-02 13:04:38,023 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in Assem2_rope2ros
2024-10-02 13:04:38,024 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-10-02 13:04:38,024 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-10-02 13:04:38,024 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part1^Assem2_rope2ros-1
2024-10-02 13:04:38,025 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Part1^Assem2_rope2ros-1
2024-10-02 13:04:38,025 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part1^Assem2_rope2ros-1
2024-10-02 13:04:38,026 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part5_trolley-1
2024-10-02 13:04:38,026 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Part5_trolley-1
2024-10-02 13:04:38,028 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part5_trolley-1
2024-10-02 13:04:38,028 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part4^Assem2_rope2ros-1
2024-10-02 13:04:38,029 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Part4^Assem2_rope2ros-1
2024-10-02 13:04:38,030 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part4^Assem2_rope2ros-1
2024-10-02 13:04:38,377 INFO  SwAddin.cs: 339 - Loading config tree
2024-10-02 13:04:38,384 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-10-02 13:04:38,392 INFO  SwAddin.cs: 344 - Showing property manager
2024-10-02 13:04:41,084 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2024-10-02 13:04:41,178 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
